IDs,esm2_t33_650M_UR50D,esm2_t36_3B_UR50D,esm2_t48_15B_UR50D
esm2_t36_3B_UR50D_idx1637,0,1,0
esm2_t36_3B_UR50D_idx1638,0,1,0
esm2_t36_3B_UR50D_idx1639,0,1,0
esm2_t36_3B_UR50D_idx1640,0,1,0
esm2_t36_3B_UR50D_idx1641,0,1,0
esm2_t36_3B_UR50D_idx1642,0,1,0
esm2_t36_3B_UR50D_idx1643,0,1,0
esm2_t36_3B_UR50D_idx1644,0,1,0
esm2_t36_3B_UR50D_idx1645,0,1,0
esm2_t36_3B_UR50D_idx1646,0,1,0
esm2_t36_3B_UR50D_idx1647,0,1,0
esm2_t36_3B_UR50D_idx1648,0,1,0
esm2_t36_3B_UR50D_idx1649,0,1,0
esm2_t36_3B_UR50D_idx1650,0,1,0
esm2_t36_3B_UR50D_idx1651,0,1,0
esm2_t36_3B_UR50D_idx1652,0,1,0
esm2_t36_3B_UR50D_idx1653,0,1,0
esm2_t36_3B_UR50D_idx1654,0,1,0
esm2_t36_3B_UR50D_idx1655,0,1,0
esm2_t36_3B_UR50D_idx1656,0,1,0
esm2_t36_3B_UR50D_idx1657,0,1,0
esm2_t36_3B_UR50D_idx1658,0,1,0
esm2_t36_3B_UR50D_idx1659,0,1,0
esm2_t36_3B_UR50D_idx1660,0,1,0
esm2_t36_3B_UR50D_idx1661,0,1,0
esm2_t36_3B_UR50D_idx1662,0,1,0
esm2_t36_3B_UR50D_idx1663,0,1,0
esm2_t36_3B_UR50D_idx1664,0,1,0
esm2_t36_3B_UR50D_idx1665,0,1,0
esm2_t36_3B_UR50D_idx1666,0,1,0
esm2_t36_3B_UR50D_idx1667,0,1,0
esm2_t36_3B_UR50D_idx1668,0,1,0
esm2_t36_3B_UR50D_idx1669,0,1,0
esm2_t36_3B_UR50D_idx1670,0,1,0
esm2_t36_3B_UR50D_idx1671,0,1,0
esm2_t36_3B_UR50D_idx1672,0,1,0
esm2_t36_3B_UR50D_idx1673,0,1,0
esm2_t36_3B_UR50D_idx1674,0,1,0
esm2_t36_3B_UR50D_idx1675,0,1,0
esm2_t36_3B_UR50D_idx1676,0,1,0
esm2_t36_3B_UR50D_idx1677,0,1,0
esm2_t36_3B_UR50D_idx1678,0,1,0
esm2_t36_3B_UR50D_idx1679,0,1,0
esm2_t36_3B_UR50D_idx1680,0,1,0
esm2_t36_3B_UR50D_idx1681,0,1,0
esm2_t36_3B_UR50D_idx1682,0,1,0
esm2_t36_3B_UR50D_idx1683,0,1,0
esm2_t36_3B_UR50D_idx1684,0,1,0
esm2_t36_3B_UR50D_idx1685,0,1,0
esm2_t36_3B_UR50D_idx1686,0,1,0
esm2_t36_3B_UR50D_idx1687,0,1,0
esm2_t36_3B_UR50D_idx1688,0,1,0
esm2_t36_3B_UR50D_idx1689,0,1,0
esm2_t36_3B_UR50D_idx1690,0,1,0
esm2_t36_3B_UR50D_idx1691,0,1,0
esm2_t36_3B_UR50D_idx1692,0,1,0
esm2_t36_3B_UR50D_idx1693,0,1,0
esm2_t36_3B_UR50D_idx1694,0,1,0
esm2_t36_3B_UR50D_idx1695,0,1,0
esm2_t36_3B_UR50D_idx1696,0,1,0
esm2_t36_3B_UR50D_idx1697,0,1,0
esm2_t36_3B_UR50D_idx1698,0,1,0
esm2_t36_3B_UR50D_idx1699,0,1,0
esm2_t36_3B_UR50D_idx1700,0,1,0
esm2_t36_3B_UR50D_idx1701,0,1,0
esm2_t36_3B_UR50D_idx1702,0,1,0
esm2_t36_3B_UR50D_idx1703,0,1,0
esm2_t36_3B_UR50D_idx1704,0,1,0
esm2_t36_3B_UR50D_idx1705,0,1,0
esm2_t36_3B_UR50D_idx1706,0,1,0
esm2_t36_3B_UR50D_idx1707,0,1,0
esm2_t36_3B_UR50D_idx1708,0,1,0
esm2_t36_3B_UR50D_idx1709,0,1,0
esm2_t36_3B_UR50D_idx1710,0,1,0
esm2_t36_3B_UR50D_idx1711,0,1,0
esm2_t36_3B_UR50D_idx1712,0,1,0
esm2_t36_3B_UR50D_idx1713,0,1,0
esm2_t36_3B_UR50D_idx1714,0,1,0
esm2_t36_3B_UR50D_idx1715,0,1,0
esm2_t36_3B_UR50D_idx1716,0,1,0
esm2_t36_3B_UR50D_idx1717,0,1,0
esm2_t36_3B_UR50D_idx1718,0,1,0
esm2_t36_3B_UR50D_idx1719,0,1,0
esm2_t36_3B_UR50D_idx1720,0,1,0
esm2_t36_3B_UR50D_idx1721,0,1,0
esm2_t36_3B_UR50D_idx1722,0,1,0
esm2_t36_3B_UR50D_idx1723,0,1,0
esm2_t36_3B_UR50D_idx1724,0,1,0
esm2_t36_3B_UR50D_idx1725,0,1,0
esm2_t36_3B_UR50D_idx1726,0,1,0
esm2_t36_3B_UR50D_idx1727,0,1,0
esm2_t36_3B_UR50D_idx1728,0,1,0
esm2_t36_3B_UR50D_idx1729,0,1,0
esm2_t36_3B_UR50D_idx1730,0,1,0
esm2_t36_3B_UR50D_idx1731,0,1,0
esm2_t36_3B_UR50D_idx1732,0,1,0
esm2_t36_3B_UR50D_idx1733,0,1,0
esm2_t36_3B_UR50D_idx1734,0,1,0
esm2_t36_3B_UR50D_idx1735,0,1,0
esm2_t36_3B_UR50D_idx1736,0,1,0
esm2_t36_3B_UR50D_idx1737,0,1,0
esm2_t36_3B_UR50D_idx1738,0,1,0
esm2_t36_3B_UR50D_idx1739,0,1,0
esm2_t36_3B_UR50D_idx1740,0,1,0
esm2_t36_3B_UR50D_idx1741,0,1,0
esm2_t36_3B_UR50D_idx1742,0,1,0
esm2_t36_3B_UR50D_idx1743,0,1,0
esm2_t36_3B_UR50D_idx1744,0,1,0
esm2_t36_3B_UR50D_idx1745,0,1,0
esm2_t36_3B_UR50D_idx1746,0,1,0
esm2_t36_3B_UR50D_idx1747,0,1,0
esm2_t36_3B_UR50D_idx1748,0,1,0
esm2_t36_3B_UR50D_idx1749,0,1,0
esm2_t36_3B_UR50D_idx1750,0,1,0
esm2_t36_3B_UR50D_idx1751,0,1,0
esm2_t36_3B_UR50D_idx1752,0,1,0
esm2_t36_3B_UR50D_idx1753,0,1,0
esm2_t36_3B_UR50D_idx1754,0,1,0
esm2_t36_3B_UR50D_idx1755,0,1,0
esm2_t36_3B_UR50D_idx1756,0,1,0
esm2_t36_3B_UR50D_idx1757,0,1,0
esm2_t36_3B_UR50D_idx1758,0,1,0
esm2_t36_3B_UR50D_idx1759,0,1,0
esm2_t36_3B_UR50D_idx1760,0,1,0
esm2_t36_3B_UR50D_idx1761,0,1,0
esm2_t36_3B_UR50D_idx1762,0,1,0
esm2_t36_3B_UR50D_idx1763,0,1,0
esm2_t36_3B_UR50D_idx1764,0,1,0
esm2_t36_3B_UR50D_idx1765,0,1,0
esm2_t36_3B_UR50D_idx1766,0,1,0
esm2_t36_3B_UR50D_idx1767,0,1,0
esm2_t36_3B_UR50D_idx1768,0,1,0
esm2_t36_3B_UR50D_idx1769,0,1,0
esm2_t36_3B_UR50D_idx1770,0,1,0
esm2_t36_3B_UR50D_idx1771,0,1,0
esm2_t36_3B_UR50D_idx1772,0,1,0
esm2_t36_3B_UR50D_idx1773,0,1,0
esm2_t36_3B_UR50D_idx1774,0,1,0
esm2_t36_3B_UR50D_idx1775,0,1,0
esm2_t36_3B_UR50D_idx1776,0,1,0
esm2_t36_3B_UR50D_idx1777,0,1,0
esm2_t36_3B_UR50D_idx1778,0,1,0
esm2_t36_3B_UR50D_idx1779,0,1,0
esm2_t36_3B_UR50D_idx1780,0,1,0
esm2_t36_3B_UR50D_idx1781,0,1,0
esm2_t36_3B_UR50D_idx1782,0,1,0
esm2_t36_3B_UR50D_idx1783,0,1,0
esm2_t36_3B_UR50D_idx1784,0,1,0
esm2_t36_3B_UR50D_idx1785,0,1,0
esm2_t36_3B_UR50D_idx1786,0,1,0
esm2_t36_3B_UR50D_idx1787,0,1,0
esm2_t36_3B_UR50D_idx1788,0,1,0
esm2_t36_3B_UR50D_idx1789,0,1,0
esm2_t36_3B_UR50D_idx1790,0,1,0
esm2_t36_3B_UR50D_idx1791,0,1,0
esm2_t36_3B_UR50D_idx1792,0,1,0
esm2_t36_3B_UR50D_idx1793,0,1,0
esm2_t36_3B_UR50D_idx1794,0,1,0
esm2_t36_3B_UR50D_idx1795,0,1,0
esm2_t36_3B_UR50D_idx1796,0,1,0
esm2_t36_3B_UR50D_idx1797,0,1,0
esm2_t36_3B_UR50D_idx1798,0,1,0
esm2_t36_3B_UR50D_idx1799,0,1,0
esm2_t36_3B_UR50D_idx1800,0,1,0
esm2_t36_3B_UR50D_idx1801,0,1,0
esm2_t36_3B_UR50D_idx1802,0,1,0
esm2_t36_3B_UR50D_idx1803,0,1,0
esm2_t36_3B_UR50D_idx1804,0,1,0
esm2_t36_3B_UR50D_idx1805,0,1,0
esm2_t36_3B_UR50D_idx1806,0,1,0
esm2_t36_3B_UR50D_idx1807,0,1,0
esm2_t36_3B_UR50D_idx1808,0,1,0
esm2_t36_3B_UR50D_idx1809,0,1,0
esm2_t36_3B_UR50D_idx1810,0,1,0
esm2_t36_3B_UR50D_idx1811,0,1,0
esm2_t36_3B_UR50D_idx1812,0,1,0
esm2_t36_3B_UR50D_idx1813,0,1,0
esm2_t36_3B_UR50D_idx1814,0,1,0
esm2_t36_3B_UR50D_idx1815,0,1,0
esm2_t36_3B_UR50D_idx1816,0,1,0
esm2_t36_3B_UR50D_idx1817,0,1,0
esm2_t36_3B_UR50D_idx1818,0,1,0
esm2_t36_3B_UR50D_idx1819,0,1,0
esm2_t36_3B_UR50D_idx1820,0,1,0
esm2_t36_3B_UR50D_idx1821,0,1,0
esm2_t36_3B_UR50D_idx1822,0,1,0
esm2_t36_3B_UR50D_idx1823,0,1,0
esm2_t36_3B_UR50D_idx1824,0,1,0
esm2_t36_3B_UR50D_idx1825,0,1,0
esm2_t36_3B_UR50D_idx1826,0,1,0
esm2_t36_3B_UR50D_idx1827,0,1,0
esm2_t36_3B_UR50D_idx1828,0,1,0
esm2_t36_3B_UR50D_idx1829,0,1,0
esm2_t36_3B_UR50D_idx1830,0,1,0
esm2_t36_3B_UR50D_idx1831,0,1,0
esm2_t36_3B_UR50D_idx1832,0,1,0
esm2_t36_3B_UR50D_idx1833,0,1,0
esm2_t36_3B_UR50D_idx1834,0,1,0
esm2_t36_3B_UR50D_idx1835,0,1,0
esm2_t36_3B_UR50D_idx1836,0,1,0
esm2_t36_3B_UR50D_idx1837,0,1,0
esm2_t36_3B_UR50D_idx1838,0,1,0
esm2_t36_3B_UR50D_idx1839,0,1,0
esm2_t36_3B_UR50D_idx1840,0,1,0
esm2_t36_3B_UR50D_idx1841,0,1,0
esm2_t36_3B_UR50D_idx1842,0,1,0
esm2_t36_3B_UR50D_idx1843,0,1,0
esm2_t36_3B_UR50D_idx1844,0,1,0
esm2_t36_3B_UR50D_idx1845,0,1,0
esm2_t36_3B_UR50D_idx1846,0,1,0
esm2_t36_3B_UR50D_idx1847,0,1,0
esm2_t36_3B_UR50D_idx1848,0,1,0
esm2_t36_3B_UR50D_idx1849,0,1,0
esm2_t36_3B_UR50D_idx1850,0,1,0
esm2_t36_3B_UR50D_idx1851,0,1,0
esm2_t36_3B_UR50D_idx1852,0,1,0
esm2_t36_3B_UR50D_idx1853,0,1,0
esm2_t36_3B_UR50D_idx1854,0,1,0
esm2_t36_3B_UR50D_idx1855,0,1,0
esm2_t36_3B_UR50D_idx1856,0,1,0
esm2_t36_3B_UR50D_idx1857,0,1,0
esm2_t36_3B_UR50D_idx1858,0,1,0
esm2_t36_3B_UR50D_idx1859,0,1,0
esm2_t36_3B_UR50D_idx1860,0,1,0
esm2_t36_3B_UR50D_idx1861,0,1,0
esm2_t36_3B_UR50D_idx1862,0,1,0
esm2_t36_3B_UR50D_idx1863,0,1,0
esm2_t36_3B_UR50D_idx1864,0,1,0
esm2_t36_3B_UR50D_idx1865,0,1,0
esm2_t36_3B_UR50D_idx1866,0,1,0
esm2_t36_3B_UR50D_idx1867,0,1,0
esm2_t36_3B_UR50D_idx1868,0,1,0
esm2_t36_3B_UR50D_idx1869,0,1,0
esm2_t36_3B_UR50D_idx1870,0,1,0
esm2_t36_3B_UR50D_idx1871,0,1,0
esm2_t36_3B_UR50D_idx1872,0,1,0
esm2_t36_3B_UR50D_idx1873,0,1,0
esm2_t36_3B_UR50D_idx1874,0,1,0
esm2_t36_3B_UR50D_idx1875,0,1,0
esm2_t36_3B_UR50D_idx1876,0,1,0
esm2_t36_3B_UR50D_idx1877,0,1,0
esm2_t36_3B_UR50D_idx1878,0,1,0
esm2_t36_3B_UR50D_idx1879,0,1,0
esm2_t36_3B_UR50D_idx1880,0,1,0
esm2_t36_3B_UR50D_idx1881,0,1,0
esm2_t36_3B_UR50D_idx1882,0,1,0
esm2_t36_3B_UR50D_idx1883,0,1,0
esm2_t36_3B_UR50D_idx1884,0,1,0
esm2_t36_3B_UR50D_idx1885,0,1,0
esm2_t36_3B_UR50D_idx1886,0,1,0
esm2_t36_3B_UR50D_idx1887,0,1,0
esm2_t36_3B_UR50D_idx1888,0,1,0
esm2_t36_3B_UR50D_idx1889,0,1,0
esm2_t36_3B_UR50D_idx1890,0,1,0
esm2_t36_3B_UR50D_idx1891,0,1,0
esm2_t36_3B_UR50D_idx1892,0,1,0
esm2_t36_3B_UR50D_idx1893,0,1,0
esm2_t36_3B_UR50D_idx1894,0,1,0
esm2_t36_3B_UR50D_idx1895,0,1,0
esm2_t36_3B_UR50D_idx1896,0,1,0
esm2_t36_3B_UR50D_idx1897,0,1,0
esm2_t36_3B_UR50D_idx1898,0,1,0
esm2_t36_3B_UR50D_idx1899,0,1,0
esm2_t36_3B_UR50D_idx1900,0,1,0
esm2_t36_3B_UR50D_idx1901,0,1,0
esm2_t36_3B_UR50D_idx1902,0,1,0
esm2_t36_3B_UR50D_idx1903,0,1,0
esm2_t36_3B_UR50D_idx1904,0,1,0
esm2_t36_3B_UR50D_idx1905,0,1,0
esm2_t36_3B_UR50D_idx1906,0,1,0
esm2_t36_3B_UR50D_idx1907,0,1,0
esm2_t36_3B_UR50D_idx1908,0,1,0
esm2_t36_3B_UR50D_idx1909,0,1,0
esm2_t36_3B_UR50D_idx1910,0,1,0
esm2_t36_3B_UR50D_idx1911,0,1,0
esm2_t36_3B_UR50D_idx1912,0,1,0
esm2_t36_3B_UR50D_idx1913,0,1,0
esm2_t36_3B_UR50D_idx1914,0,1,0
esm2_t36_3B_UR50D_idx1915,0,1,0
esm2_t36_3B_UR50D_idx1916,0,1,0
esm2_t36_3B_UR50D_idx1917,0,1,0
esm2_t36_3B_UR50D_idx1918,0,1,0
esm2_t36_3B_UR50D_idx1919,0,1,0
esm2_t36_3B_UR50D_idx1920,0,1,0
esm2_t36_3B_UR50D_idx1921,0,1,0
esm2_t36_3B_UR50D_idx1922,0,1,0
esm2_t36_3B_UR50D_idx1923,0,1,0
esm2_t36_3B_UR50D_idx1924,0,1,0
esm2_t36_3B_UR50D_idx1925,0,1,0
esm2_t36_3B_UR50D_idx1926,0,1,0
esm2_t36_3B_UR50D_idx1927,0,1,0
esm2_t36_3B_UR50D_idx1928,0,1,0
esm2_t36_3B_UR50D_idx1929,0,1,0
esm2_t36_3B_UR50D_idx1930,0,1,0
esm2_t36_3B_UR50D_idx1931,0,1,0
esm2_t36_3B_UR50D_idx1932,0,1,0
esm2_t36_3B_UR50D_idx1933,0,1,0
esm2_t36_3B_UR50D_idx1934,0,1,0
esm2_t36_3B_UR50D_idx1935,0,1,0
esm2_t36_3B_UR50D_idx1936,0,1,0
esm2_t36_3B_UR50D_idx1937,0,1,0
esm2_t36_3B_UR50D_idx1938,0,1,0
esm2_t36_3B_UR50D_idx1939,0,1,0
esm2_t36_3B_UR50D_idx1940,0,1,0
esm2_t36_3B_UR50D_idx1941,0,1,0
esm2_t36_3B_UR50D_idx1942,0,1,0
esm2_t36_3B_UR50D_idx1943,0,1,0
esm2_t36_3B_UR50D_idx1944,0,1,0
esm2_t36_3B_UR50D_idx1945,0,1,0
esm2_t36_3B_UR50D_idx1946,0,1,0
esm2_t36_3B_UR50D_idx1947,0,1,0
esm2_t36_3B_UR50D_idx1948,0,1,0
esm2_t36_3B_UR50D_idx1949,0,1,0
esm2_t36_3B_UR50D_idx1950,0,1,0
esm2_t36_3B_UR50D_idx1951,0,1,0
esm2_t36_3B_UR50D_idx1952,0,1,0
esm2_t36_3B_UR50D_idx1953,0,1,0
esm2_t36_3B_UR50D_idx1954,0,1,0
esm2_t36_3B_UR50D_idx1955,0,1,0
esm2_t36_3B_UR50D_idx1956,0,1,0
esm2_t36_3B_UR50D_idx1957,0,1,0
esm2_t36_3B_UR50D_idx1958,0,1,0
esm2_t36_3B_UR50D_idx1959,0,1,0
esm2_t36_3B_UR50D_idx1960,0,1,0
esm2_t36_3B_UR50D_idx1961,0,1,0
esm2_t36_3B_UR50D_idx1962,0,1,0
esm2_t36_3B_UR50D_idx1963,0,1,0
esm2_t36_3B_UR50D_idx1964,0,1,0
esm2_t36_3B_UR50D_idx1965,0,1,0
esm2_t36_3B_UR50D_idx1966,0,1,0
esm2_t36_3B_UR50D_idx1967,0,1,0
esm2_t36_3B_UR50D_idx1968,0,1,0
esm2_t36_3B_UR50D_idx1969,0,1,0
esm2_t36_3B_UR50D_idx1970,0,1,0
esm2_t36_3B_UR50D_idx1971,0,1,0
esm2_t36_3B_UR50D_idx1972,0,1,0
esm2_t36_3B_UR50D_idx1973,0,1,0
esm2_t36_3B_UR50D_idx1974,0,1,0
esm2_t36_3B_UR50D_idx1975,0,1,0
esm2_t36_3B_UR50D_idx1976,0,1,0
esm2_t36_3B_UR50D_idx1977,0,1,0
esm2_t36_3B_UR50D_idx1978,0,1,0
esm2_t36_3B_UR50D_idx1979,0,1,0
esm2_t36_3B_UR50D_idx1980,0,1,0
esm2_t36_3B_UR50D_idx1981,0,1,0
esm2_t36_3B_UR50D_idx1982,0,1,0
esm2_t36_3B_UR50D_idx1983,0,1,0
esm2_t36_3B_UR50D_idx1984,0,1,0
esm2_t36_3B_UR50D_idx1985,0,1,0
esm2_t36_3B_UR50D_idx1986,0,1,0
esm2_t36_3B_UR50D_idx1987,0,1,0
esm2_t36_3B_UR50D_idx1988,0,1,0
esm2_t36_3B_UR50D_idx1989,0,1,0
esm2_t36_3B_UR50D_idx1990,0,1,0
esm2_t36_3B_UR50D_idx1991,0,1,0
esm2_t36_3B_UR50D_idx1992,0,1,0
esm2_t36_3B_UR50D_idx1993,0,1,0
esm2_t36_3B_UR50D_idx1994,0,1,0
esm2_t36_3B_UR50D_idx1995,0,1,0
esm2_t36_3B_UR50D_idx1996,0,1,0
esm2_t36_3B_UR50D_idx1997,0,1,0
esm2_t36_3B_UR50D_idx1998,0,1,0
esm2_t36_3B_UR50D_idx1999,0,1,0
esm2_t36_3B_UR50D_idx2000,0,1,0
esm2_t36_3B_UR50D_idx2001,0,1,0
esm2_t36_3B_UR50D_idx2002,0,1,0
esm2_t36_3B_UR50D_idx2003,0,1,0
esm2_t36_3B_UR50D_idx2004,0,1,0
esm2_t36_3B_UR50D_idx2005,0,1,0
esm2_t36_3B_UR50D_idx2006,0,1,0
esm2_t36_3B_UR50D_idx2007,0,1,0
esm2_t36_3B_UR50D_idx2008,0,1,0
esm2_t36_3B_UR50D_idx2009,0,1,0
esm2_t36_3B_UR50D_idx2010,0,1,0
esm2_t36_3B_UR50D_idx2011,0,1,0
esm2_t36_3B_UR50D_idx2012,0,1,0
esm2_t36_3B_UR50D_idx2013,0,1,0
esm2_t36_3B_UR50D_idx2014,0,1,0
esm2_t36_3B_UR50D_idx2015,0,1,0
esm2_t36_3B_UR50D_idx2016,0,1,0
esm2_t36_3B_UR50D_idx2017,0,1,0
esm2_t36_3B_UR50D_idx2018,0,1,0
esm2_t36_3B_UR50D_idx2019,0,1,0
esm2_t36_3B_UR50D_idx2020,0,1,0
esm2_t36_3B_UR50D_idx2021,0,1,0
esm2_t36_3B_UR50D_idx2022,0,1,0
esm2_t36_3B_UR50D_idx2023,0,1,0
esm2_t36_3B_UR50D_idx2024,0,1,0
esm2_t36_3B_UR50D_idx2025,0,1,0
esm2_t36_3B_UR50D_idx2026,0,1,0
esm2_t36_3B_UR50D_idx2027,0,1,0
esm2_t36_3B_UR50D_idx2028,0,1,0
esm2_t36_3B_UR50D_idx2029,0,1,0
esm2_t36_3B_UR50D_idx2030,0,1,0
esm2_t36_3B_UR50D_idx2031,0,1,0
esm2_t36_3B_UR50D_idx2032,0,1,0
esm2_t36_3B_UR50D_idx2033,0,1,0
esm2_t36_3B_UR50D_idx2034,0,1,0
esm2_t36_3B_UR50D_idx2035,0,1,0
esm2_t36_3B_UR50D_idx2036,0,1,0
esm2_t36_3B_UR50D_idx2037,0,1,0
esm2_t36_3B_UR50D_idx2038,0,1,0
esm2_t36_3B_UR50D_idx2039,0,1,0
esm2_t36_3B_UR50D_idx2040,0,1,0
esm2_t36_3B_UR50D_idx2041,0,1,0
esm2_t36_3B_UR50D_idx2042,0,1,0
esm2_t36_3B_UR50D_idx2043,0,1,0
esm2_t36_3B_UR50D_idx2044,0,1,0
esm2_t36_3B_UR50D_idx2045,0,1,0
esm2_t36_3B_UR50D_idx2046,0,1,0
esm2_t36_3B_UR50D_idx2047,0,1,0
esm2_t36_3B_UR50D_idx2048,0,1,0
esm2_t36_3B_UR50D_idx2049,0,1,0
esm2_t36_3B_UR50D_idx2050,0,1,0
esm2_t36_3B_UR50D_idx2051,0,1,0
esm2_t36_3B_UR50D_idx2052,0,1,0
esm2_t36_3B_UR50D_idx2053,0,1,0
esm2_t36_3B_UR50D_idx2054,0,1,0
esm2_t36_3B_UR50D_idx2055,0,1,0
esm2_t36_3B_UR50D_idx2056,0,1,0
esm2_t36_3B_UR50D_idx2057,0,1,0
esm2_t36_3B_UR50D_idx2058,0,1,0
esm2_t36_3B_UR50D_idx2059,0,1,0
esm2_t36_3B_UR50D_idx2060,0,1,0
esm2_t36_3B_UR50D_idx2061,0,1,0
esm2_t36_3B_UR50D_idx2062,0,1,0
esm2_t36_3B_UR50D_idx2063,0,1,0
esm2_t36_3B_UR50D_idx2064,0,1,0
esm2_t36_3B_UR50D_idx2065,0,1,0
esm2_t36_3B_UR50D_idx2066,0,1,0
esm2_t36_3B_UR50D_idx2067,0,1,0
esm2_t36_3B_UR50D_idx2068,0,1,0
esm2_t36_3B_UR50D_idx2069,0,1,0
esm2_t36_3B_UR50D_idx2070,0,1,0
esm2_t36_3B_UR50D_idx2071,0,1,0
esm2_t36_3B_UR50D_idx2072,0,1,0
esm2_t36_3B_UR50D_idx2073,0,1,0
esm2_t36_3B_UR50D_idx2074,0,1,0
esm2_t36_3B_UR50D_idx2075,0,1,0
esm2_t36_3B_UR50D_idx2076,0,1,0
esm2_t36_3B_UR50D_idx2077,0,1,0
esm2_t36_3B_UR50D_idx2078,0,1,0
esm2_t36_3B_UR50D_idx2079,0,1,0
esm2_t36_3B_UR50D_idx2080,0,1,0
esm2_t36_3B_UR50D_idx2081,0,1,0
esm2_t36_3B_UR50D_idx2082,0,1,0
esm2_t36_3B_UR50D_idx2083,0,1,0
esm2_t36_3B_UR50D_idx2084,0,1,0
esm2_t36_3B_UR50D_idx2085,0,1,0
esm2_t36_3B_UR50D_idx2086,0,1,0
esm2_t36_3B_UR50D_idx2087,0,1,0
esm2_t36_3B_UR50D_idx2088,0,1,0
esm2_t36_3B_UR50D_idx2089,0,1,0
esm2_t36_3B_UR50D_idx2090,0,1,0
esm2_t36_3B_UR50D_idx2091,0,1,0
esm2_t36_3B_UR50D_idx2092,0,1,0
esm2_t36_3B_UR50D_idx2093,0,1,0
esm2_t36_3B_UR50D_idx2094,0,1,0
esm2_t36_3B_UR50D_idx2095,0,1,0
esm2_t36_3B_UR50D_idx2096,0,1,0
esm2_t36_3B_UR50D_idx2097,0,1,0
esm2_t36_3B_UR50D_idx2098,0,1,0
esm2_t36_3B_UR50D_idx2099,0,1,0
esm2_t36_3B_UR50D_idx2100,0,1,0
esm2_t36_3B_UR50D_idx2101,0,1,0
esm2_t36_3B_UR50D_idx2102,0,1,0
esm2_t36_3B_UR50D_idx2103,0,1,0
esm2_t36_3B_UR50D_idx2104,0,1,0
esm2_t36_3B_UR50D_idx2105,0,1,0
esm2_t36_3B_UR50D_idx2106,0,1,0
esm2_t36_3B_UR50D_idx2107,0,1,0
esm2_t36_3B_UR50D_idx2108,0,1,0
esm2_t36_3B_UR50D_idx2109,0,1,0
esm2_t36_3B_UR50D_idx2110,0,1,0
esm2_t36_3B_UR50D_idx2111,0,1,0
esm2_t36_3B_UR50D_idx2112,0,1,0
esm2_t36_3B_UR50D_idx2113,0,1,0
esm2_t36_3B_UR50D_idx2114,0,1,0
esm2_t36_3B_UR50D_idx2115,0,1,0
esm2_t36_3B_UR50D_idx2116,0,1,0
esm2_t36_3B_UR50D_idx2117,0,1,0
esm2_t36_3B_UR50D_idx2118,0,1,0
esm2_t36_3B_UR50D_idx2119,0,1,0
esm2_t36_3B_UR50D_idx2120,0,1,0
esm2_t36_3B_UR50D_idx2121,0,1,0
esm2_t36_3B_UR50D_idx2122,0,1,0
esm2_t36_3B_UR50D_idx2123,0,1,0
esm2_t36_3B_UR50D_idx2124,0,1,0
esm2_t36_3B_UR50D_idx2125,0,1,0
esm2_t36_3B_UR50D_idx2126,0,1,0
esm2_t36_3B_UR50D_idx2127,0,1,0
esm2_t36_3B_UR50D_idx2128,0,1,0
esm2_t36_3B_UR50D_idx2129,0,1,0
esm2_t36_3B_UR50D_idx2130,0,1,0
esm2_t36_3B_UR50D_idx2131,0,1,0
esm2_t36_3B_UR50D_idx2132,0,1,0
esm2_t36_3B_UR50D_idx2133,0,1,0
esm2_t36_3B_UR50D_idx2134,0,1,0
esm2_t36_3B_UR50D_idx2135,0,1,0
esm2_t36_3B_UR50D_idx2136,0,1,0
esm2_t36_3B_UR50D_idx2137,0,1,0
esm2_t36_3B_UR50D_idx2138,0,1,0
esm2_t36_3B_UR50D_idx2139,0,1,0
esm2_t36_3B_UR50D_idx2140,0,1,0
esm2_t36_3B_UR50D_idx2141,0,1,0
esm2_t36_3B_UR50D_idx2142,0,1,0
esm2_t36_3B_UR50D_idx2143,0,1,0
esm2_t36_3B_UR50D_idx2144,0,1,0
esm2_t36_3B_UR50D_idx2145,0,1,0
esm2_t36_3B_UR50D_idx2146,0,1,0
esm2_t36_3B_UR50D_idx2147,0,1,0
esm2_t36_3B_UR50D_idx2148,0,1,0
esm2_t36_3B_UR50D_idx2149,0,1,0
esm2_t36_3B_UR50D_idx2150,0,1,0
esm2_t36_3B_UR50D_idx2151,0,1,0
esm2_t36_3B_UR50D_idx2152,0,1,0
esm2_t36_3B_UR50D_idx2153,0,1,0
esm2_t36_3B_UR50D_idx2154,0,1,0
esm2_t36_3B_UR50D_idx2155,0,1,0
esm2_t36_3B_UR50D_idx2156,0,1,0
esm2_t36_3B_UR50D_idx2157,0,1,0
esm2_t36_3B_UR50D_idx2158,0,1,0
esm2_t36_3B_UR50D_idx2159,0,1,0
esm2_t36_3B_UR50D_idx2160,0,1,0
esm2_t36_3B_UR50D_idx2161,0,1,0
esm2_t36_3B_UR50D_idx2162,0,1,0
esm2_t36_3B_UR50D_idx2163,0,1,0
esm2_t36_3B_UR50D_idx2164,0,1,0
esm2_t36_3B_UR50D_idx2165,0,1,0
esm2_t36_3B_UR50D_idx2166,0,1,0
esm2_t36_3B_UR50D_idx2167,0,1,0
esm2_t36_3B_UR50D_idx2168,0,1,0
esm2_t36_3B_UR50D_idx2169,0,1,0
esm2_t36_3B_UR50D_idx2170,0,1,0
esm2_t36_3B_UR50D_idx2171,0,1,0
esm2_t36_3B_UR50D_idx2172,0,1,0
