,IDs,esm2_t33_650M_UR50D,esm2_t36_3B_UR50D,esm2_t48_15B_UR50D,Subtypes
989,esm2_t36_3B_UR50D_idx989,0,1,0,esm2_t36_3B_UR50D
990,esm2_t36_3B_UR50D_idx990,0,1,0,esm2_t36_3B_UR50D
991,esm2_t36_3B_UR50D_idx991,0,1,0,esm2_t36_3B_UR50D
992,esm2_t36_3B_UR50D_idx992,0,1,0,esm2_t36_3B_UR50D
993,esm2_t36_3B_UR50D_idx993,0,1,0,esm2_t36_3B_UR50D
994,esm2_t36_3B_UR50D_idx994,0,1,0,esm2_t36_3B_UR50D
995,esm2_t36_3B_UR50D_idx995,0,1,0,esm2_t36_3B_UR50D
996,esm2_t36_3B_UR50D_idx996,0,1,0,esm2_t36_3B_UR50D
997,esm2_t36_3B_UR50D_idx997,0,1,0,esm2_t36_3B_UR50D
998,esm2_t36_3B_UR50D_idx998,0,1,0,esm2_t36_3B_UR50D
999,esm2_t36_3B_UR50D_idx999,0,1,0,esm2_t36_3B_UR50D
1000,esm2_t36_3B_UR50D_idx1000,0,1,0,esm2_t36_3B_UR50D
1001,esm2_t36_3B_UR50D_idx1001,0,1,0,esm2_t36_3B_UR50D
1002,esm2_t36_3B_UR50D_idx1002,0,1,0,esm2_t36_3B_UR50D
1003,esm2_t36_3B_UR50D_idx1003,0,1,0,esm2_t36_3B_UR50D
1004,esm2_t36_3B_UR50D_idx1004,0,1,0,esm2_t36_3B_UR50D
1005,esm2_t36_3B_UR50D_idx1005,0,1,0,esm2_t36_3B_UR50D
1006,esm2_t36_3B_UR50D_idx1006,0,1,0,esm2_t36_3B_UR50D
1007,esm2_t36_3B_UR50D_idx1007,0,1,0,esm2_t36_3B_UR50D
1008,esm2_t36_3B_UR50D_idx1008,0,1,0,esm2_t36_3B_UR50D
1009,esm2_t36_3B_UR50D_idx1009,0,1,0,esm2_t36_3B_UR50D
1010,esm2_t36_3B_UR50D_idx1010,0,1,0,esm2_t36_3B_UR50D
1011,esm2_t36_3B_UR50D_idx1011,0,1,0,esm2_t36_3B_UR50D
1012,esm2_t36_3B_UR50D_idx1012,0,1,0,esm2_t36_3B_UR50D
1013,esm2_t36_3B_UR50D_idx1013,0,1,0,esm2_t36_3B_UR50D
1014,esm2_t36_3B_UR50D_idx1014,0,1,0,esm2_t36_3B_UR50D
1015,esm2_t36_3B_UR50D_idx1015,0,1,0,esm2_t36_3B_UR50D
1016,esm2_t36_3B_UR50D_idx1016,0,1,0,esm2_t36_3B_UR50D
1017,esm2_t36_3B_UR50D_idx1017,0,1,0,esm2_t36_3B_UR50D
1018,esm2_t36_3B_UR50D_idx1018,0,1,0,esm2_t36_3B_UR50D
1019,esm2_t36_3B_UR50D_idx1019,0,1,0,esm2_t36_3B_UR50D
1020,esm2_t36_3B_UR50D_idx1020,0,1,0,esm2_t36_3B_UR50D
1021,esm2_t36_3B_UR50D_idx1021,0,1,0,esm2_t36_3B_UR50D
1022,esm2_t36_3B_UR50D_idx1022,0,1,0,esm2_t36_3B_UR50D
1023,esm2_t36_3B_UR50D_idx1023,0,1,0,esm2_t36_3B_UR50D
1024,esm2_t36_3B_UR50D_idx1024,0,1,0,esm2_t36_3B_UR50D
1025,esm2_t36_3B_UR50D_idx1025,0,1,0,esm2_t36_3B_UR50D
1026,esm2_t36_3B_UR50D_idx1026,0,1,0,esm2_t36_3B_UR50D
1027,esm2_t36_3B_UR50D_idx1027,0,1,0,esm2_t36_3B_UR50D
1028,esm2_t36_3B_UR50D_idx1028,0,1,0,esm2_t36_3B_UR50D
1029,esm2_t36_3B_UR50D_idx1029,0,1,0,esm2_t36_3B_UR50D
1030,esm2_t36_3B_UR50D_idx1030,0,1,0,esm2_t36_3B_UR50D
1031,esm2_t36_3B_UR50D_idx1031,0,1,0,esm2_t36_3B_UR50D
1032,esm2_t36_3B_UR50D_idx1032,0,1,0,esm2_t36_3B_UR50D
1033,esm2_t36_3B_UR50D_idx1033,0,1,0,esm2_t36_3B_UR50D
1034,esm2_t36_3B_UR50D_idx1034,0,1,0,esm2_t36_3B_UR50D
1035,esm2_t36_3B_UR50D_idx1035,0,1,0,esm2_t36_3B_UR50D
1036,esm2_t36_3B_UR50D_idx1036,0,1,0,esm2_t36_3B_UR50D
1037,esm2_t36_3B_UR50D_idx1037,0,1,0,esm2_t36_3B_UR50D
1038,esm2_t36_3B_UR50D_idx1038,0,1,0,esm2_t36_3B_UR50D
1039,esm2_t36_3B_UR50D_idx1039,0,1,0,esm2_t36_3B_UR50D
1040,esm2_t36_3B_UR50D_idx1040,0,1,0,esm2_t36_3B_UR50D
1041,esm2_t36_3B_UR50D_idx1041,0,1,0,esm2_t36_3B_UR50D
1042,esm2_t36_3B_UR50D_idx1042,0,1,0,esm2_t36_3B_UR50D
1043,esm2_t36_3B_UR50D_idx1043,0,1,0,esm2_t36_3B_UR50D
1044,esm2_t36_3B_UR50D_idx1044,0,1,0,esm2_t36_3B_UR50D
1045,esm2_t36_3B_UR50D_idx1045,0,1,0,esm2_t36_3B_UR50D
1046,esm2_t36_3B_UR50D_idx1046,0,1,0,esm2_t36_3B_UR50D
1047,esm2_t36_3B_UR50D_idx1047,0,1,0,esm2_t36_3B_UR50D
1048,esm2_t36_3B_UR50D_idx1048,0,1,0,esm2_t36_3B_UR50D
1049,esm2_t36_3B_UR50D_idx1049,0,1,0,esm2_t36_3B_UR50D
1050,esm2_t36_3B_UR50D_idx1050,0,1,0,esm2_t36_3B_UR50D
1051,esm2_t36_3B_UR50D_idx1051,0,1,0,esm2_t36_3B_UR50D
1052,esm2_t36_3B_UR50D_idx1052,0,1,0,esm2_t36_3B_UR50D
1053,esm2_t36_3B_UR50D_idx1053,0,1,0,esm2_t36_3B_UR50D
1054,esm2_t36_3B_UR50D_idx1054,0,1,0,esm2_t36_3B_UR50D
1055,esm2_t36_3B_UR50D_idx1055,0,1,0,esm2_t36_3B_UR50D
1056,esm2_t36_3B_UR50D_idx1056,0,1,0,esm2_t36_3B_UR50D
1057,esm2_t36_3B_UR50D_idx1057,0,1,0,esm2_t36_3B_UR50D
1058,esm2_t36_3B_UR50D_idx1058,0,1,0,esm2_t36_3B_UR50D
1059,esm2_t36_3B_UR50D_idx1059,0,1,0,esm2_t36_3B_UR50D
1060,esm2_t36_3B_UR50D_idx1060,0,1,0,esm2_t36_3B_UR50D
1061,esm2_t36_3B_UR50D_idx1061,0,1,0,esm2_t36_3B_UR50D
1062,esm2_t36_3B_UR50D_idx1062,0,1,0,esm2_t36_3B_UR50D
1063,esm2_t36_3B_UR50D_idx1063,0,1,0,esm2_t36_3B_UR50D
1064,esm2_t36_3B_UR50D_idx1064,0,1,0,esm2_t36_3B_UR50D
1065,esm2_t36_3B_UR50D_idx1065,0,1,0,esm2_t36_3B_UR50D
1066,esm2_t36_3B_UR50D_idx1066,0,1,0,esm2_t36_3B_UR50D
1067,esm2_t36_3B_UR50D_idx1067,0,1,0,esm2_t36_3B_UR50D
1068,esm2_t36_3B_UR50D_idx1068,0,1,0,esm2_t36_3B_UR50D
1069,esm2_t36_3B_UR50D_idx1069,0,1,0,esm2_t36_3B_UR50D
1070,esm2_t36_3B_UR50D_idx1070,0,1,0,esm2_t36_3B_UR50D
1071,esm2_t36_3B_UR50D_idx1071,0,1,0,esm2_t36_3B_UR50D
1072,esm2_t36_3B_UR50D_idx1072,0,1,0,esm2_t36_3B_UR50D
1073,esm2_t36_3B_UR50D_idx1073,0,1,0,esm2_t36_3B_UR50D
1074,esm2_t36_3B_UR50D_idx1074,0,1,0,esm2_t36_3B_UR50D
1075,esm2_t36_3B_UR50D_idx1075,0,1,0,esm2_t36_3B_UR50D
1076,esm2_t36_3B_UR50D_idx1076,0,1,0,esm2_t36_3B_UR50D
1077,esm2_t36_3B_UR50D_idx1077,0,1,0,esm2_t36_3B_UR50D
1078,esm2_t36_3B_UR50D_idx1078,0,1,0,esm2_t36_3B_UR50D
1079,esm2_t36_3B_UR50D_idx1079,0,1,0,esm2_t36_3B_UR50D
1080,esm2_t36_3B_UR50D_idx1080,0,1,0,esm2_t36_3B_UR50D
1081,esm2_t36_3B_UR50D_idx1081,0,1,0,esm2_t36_3B_UR50D
1082,esm2_t36_3B_UR50D_idx1082,0,1,0,esm2_t36_3B_UR50D
1083,esm2_t36_3B_UR50D_idx1083,0,1,0,esm2_t36_3B_UR50D
1084,esm2_t36_3B_UR50D_idx1084,0,1,0,esm2_t36_3B_UR50D
1085,esm2_t36_3B_UR50D_idx1085,0,1,0,esm2_t36_3B_UR50D
1086,esm2_t36_3B_UR50D_idx1086,0,1,0,esm2_t36_3B_UR50D
1087,esm2_t36_3B_UR50D_idx1087,0,1,0,esm2_t36_3B_UR50D
1088,esm2_t36_3B_UR50D_idx1088,0,1,0,esm2_t36_3B_UR50D
1089,esm2_t36_3B_UR50D_idx1089,0,1,0,esm2_t36_3B_UR50D
1090,esm2_t36_3B_UR50D_idx1090,0,1,0,esm2_t36_3B_UR50D
1091,esm2_t36_3B_UR50D_idx1091,0,1,0,esm2_t36_3B_UR50D
1092,esm2_t36_3B_UR50D_idx1092,0,1,0,esm2_t36_3B_UR50D
1093,esm2_t36_3B_UR50D_idx1093,0,1,0,esm2_t36_3B_UR50D
1094,esm2_t36_3B_UR50D_idx1094,0,1,0,esm2_t36_3B_UR50D
1095,esm2_t36_3B_UR50D_idx1095,0,1,0,esm2_t36_3B_UR50D
1096,esm2_t36_3B_UR50D_idx1096,0,1,0,esm2_t36_3B_UR50D
1097,esm2_t36_3B_UR50D_idx1097,0,1,0,esm2_t36_3B_UR50D
1098,esm2_t36_3B_UR50D_idx1098,0,1,0,esm2_t36_3B_UR50D
1099,esm2_t36_3B_UR50D_idx1099,0,1,0,esm2_t36_3B_UR50D
1100,esm2_t36_3B_UR50D_idx1100,0,1,0,esm2_t36_3B_UR50D
1101,esm2_t36_3B_UR50D_idx1101,0,1,0,esm2_t36_3B_UR50D
1102,esm2_t36_3B_UR50D_idx1102,0,1,0,esm2_t36_3B_UR50D
1103,esm2_t36_3B_UR50D_idx1103,0,1,0,esm2_t36_3B_UR50D
1104,esm2_t36_3B_UR50D_idx1104,0,1,0,esm2_t36_3B_UR50D
1105,esm2_t36_3B_UR50D_idx1105,0,1,0,esm2_t36_3B_UR50D
1106,esm2_t36_3B_UR50D_idx1106,0,1,0,esm2_t36_3B_UR50D
1107,esm2_t36_3B_UR50D_idx1107,0,1,0,esm2_t36_3B_UR50D
1108,esm2_t36_3B_UR50D_idx1108,0,1,0,esm2_t36_3B_UR50D
1109,esm2_t36_3B_UR50D_idx1109,0,1,0,esm2_t36_3B_UR50D
1110,esm2_t36_3B_UR50D_idx1110,0,1,0,esm2_t36_3B_UR50D
1111,esm2_t36_3B_UR50D_idx1111,0,1,0,esm2_t36_3B_UR50D
1112,esm2_t36_3B_UR50D_idx1112,0,1,0,esm2_t36_3B_UR50D
1113,esm2_t36_3B_UR50D_idx1113,0,1,0,esm2_t36_3B_UR50D
1114,esm2_t36_3B_UR50D_idx1114,0,1,0,esm2_t36_3B_UR50D
1115,esm2_t36_3B_UR50D_idx1115,0,1,0,esm2_t36_3B_UR50D
1116,esm2_t36_3B_UR50D_idx1116,0,1,0,esm2_t36_3B_UR50D
1117,esm2_t36_3B_UR50D_idx1117,0,1,0,esm2_t36_3B_UR50D
1118,esm2_t36_3B_UR50D_idx1118,0,1,0,esm2_t36_3B_UR50D
1119,esm2_t36_3B_UR50D_idx1119,0,1,0,esm2_t36_3B_UR50D
1120,esm2_t36_3B_UR50D_idx1120,0,1,0,esm2_t36_3B_UR50D
1121,esm2_t36_3B_UR50D_idx1121,0,1,0,esm2_t36_3B_UR50D
1122,esm2_t36_3B_UR50D_idx1122,0,1,0,esm2_t36_3B_UR50D
1123,esm2_t36_3B_UR50D_idx1123,0,1,0,esm2_t36_3B_UR50D
1124,esm2_t36_3B_UR50D_idx1124,0,1,0,esm2_t36_3B_UR50D
1125,esm2_t36_3B_UR50D_idx1125,0,1,0,esm2_t36_3B_UR50D
1126,esm2_t36_3B_UR50D_idx1126,0,1,0,esm2_t36_3B_UR50D
1127,esm2_t36_3B_UR50D_idx1127,0,1,0,esm2_t36_3B_UR50D
1128,esm2_t36_3B_UR50D_idx1128,0,1,0,esm2_t36_3B_UR50D
1129,esm2_t36_3B_UR50D_idx1129,0,1,0,esm2_t36_3B_UR50D
1130,esm2_t36_3B_UR50D_idx1130,0,1,0,esm2_t36_3B_UR50D
1131,esm2_t36_3B_UR50D_idx1131,0,1,0,esm2_t36_3B_UR50D
1132,esm2_t36_3B_UR50D_idx1132,0,1,0,esm2_t36_3B_UR50D
1133,esm2_t36_3B_UR50D_idx1133,0,1,0,esm2_t36_3B_UR50D
1134,esm2_t36_3B_UR50D_idx1134,0,1,0,esm2_t36_3B_UR50D
1135,esm2_t36_3B_UR50D_idx1135,0,1,0,esm2_t36_3B_UR50D
1136,esm2_t36_3B_UR50D_idx1136,0,1,0,esm2_t36_3B_UR50D
1137,esm2_t36_3B_UR50D_idx1137,0,1,0,esm2_t36_3B_UR50D
1138,esm2_t36_3B_UR50D_idx1138,0,1,0,esm2_t36_3B_UR50D
1139,esm2_t36_3B_UR50D_idx1139,0,1,0,esm2_t36_3B_UR50D
1140,esm2_t36_3B_UR50D_idx1140,0,1,0,esm2_t36_3B_UR50D
1141,esm2_t36_3B_UR50D_idx1141,0,1,0,esm2_t36_3B_UR50D
1142,esm2_t36_3B_UR50D_idx1142,0,1,0,esm2_t36_3B_UR50D
1143,esm2_t36_3B_UR50D_idx1143,0,1,0,esm2_t36_3B_UR50D
1144,esm2_t36_3B_UR50D_idx1144,0,1,0,esm2_t36_3B_UR50D
1145,esm2_t36_3B_UR50D_idx1145,0,1,0,esm2_t36_3B_UR50D
1146,esm2_t36_3B_UR50D_idx1146,0,1,0,esm2_t36_3B_UR50D
1147,esm2_t36_3B_UR50D_idx1147,0,1,0,esm2_t36_3B_UR50D
1148,esm2_t36_3B_UR50D_idx1148,0,1,0,esm2_t36_3B_UR50D
1149,esm2_t36_3B_UR50D_idx1149,0,1,0,esm2_t36_3B_UR50D
1150,esm2_t36_3B_UR50D_idx1150,0,1,0,esm2_t36_3B_UR50D
1151,esm2_t36_3B_UR50D_idx1151,0,1,0,esm2_t36_3B_UR50D
1152,esm2_t36_3B_UR50D_idx1152,0,1,0,esm2_t36_3B_UR50D
1153,esm2_t36_3B_UR50D_idx1153,0,1,0,esm2_t36_3B_UR50D
1154,esm2_t36_3B_UR50D_idx1154,0,1,0,esm2_t36_3B_UR50D
1155,esm2_t36_3B_UR50D_idx1155,0,1,0,esm2_t36_3B_UR50D
1156,esm2_t36_3B_UR50D_idx1156,0,1,0,esm2_t36_3B_UR50D
1157,esm2_t36_3B_UR50D_idx1157,0,1,0,esm2_t36_3B_UR50D
1158,esm2_t36_3B_UR50D_idx1158,0,1,0,esm2_t36_3B_UR50D
1159,esm2_t36_3B_UR50D_idx1159,0,1,0,esm2_t36_3B_UR50D
1160,esm2_t36_3B_UR50D_idx1160,0,1,0,esm2_t36_3B_UR50D
1161,esm2_t36_3B_UR50D_idx1161,0,1,0,esm2_t36_3B_UR50D
1162,esm2_t36_3B_UR50D_idx1162,0,1,0,esm2_t36_3B_UR50D
1163,esm2_t36_3B_UR50D_idx1163,0,1,0,esm2_t36_3B_UR50D
1164,esm2_t36_3B_UR50D_idx1164,0,1,0,esm2_t36_3B_UR50D
1165,esm2_t36_3B_UR50D_idx1165,0,1,0,esm2_t36_3B_UR50D
1166,esm2_t36_3B_UR50D_idx1166,0,1,0,esm2_t36_3B_UR50D
1167,esm2_t36_3B_UR50D_idx1167,0,1,0,esm2_t36_3B_UR50D
1168,esm2_t36_3B_UR50D_idx1168,0,1,0,esm2_t36_3B_UR50D
1169,esm2_t36_3B_UR50D_idx1169,0,1,0,esm2_t36_3B_UR50D
1170,esm2_t36_3B_UR50D_idx1170,0,1,0,esm2_t36_3B_UR50D
1171,esm2_t36_3B_UR50D_idx1171,0,1,0,esm2_t36_3B_UR50D
1172,esm2_t36_3B_UR50D_idx1172,0,1,0,esm2_t36_3B_UR50D
1173,esm2_t36_3B_UR50D_idx1173,0,1,0,esm2_t36_3B_UR50D
1174,esm2_t36_3B_UR50D_idx1174,0,1,0,esm2_t36_3B_UR50D
1175,esm2_t36_3B_UR50D_idx1175,0,1,0,esm2_t36_3B_UR50D
1176,esm2_t36_3B_UR50D_idx1176,0,1,0,esm2_t36_3B_UR50D
1177,esm2_t36_3B_UR50D_idx1177,0,1,0,esm2_t36_3B_UR50D
1178,esm2_t36_3B_UR50D_idx1178,0,1,0,esm2_t36_3B_UR50D
1179,esm2_t36_3B_UR50D_idx1179,0,1,0,esm2_t36_3B_UR50D
1180,esm2_t36_3B_UR50D_idx1180,0,1,0,esm2_t36_3B_UR50D
1181,esm2_t36_3B_UR50D_idx1181,0,1,0,esm2_t36_3B_UR50D
1182,esm2_t36_3B_UR50D_idx1182,0,1,0,esm2_t36_3B_UR50D
1183,esm2_t36_3B_UR50D_idx1183,0,1,0,esm2_t36_3B_UR50D
1184,esm2_t36_3B_UR50D_idx1184,0,1,0,esm2_t36_3B_UR50D
1185,esm2_t36_3B_UR50D_idx1185,0,1,0,esm2_t36_3B_UR50D
1186,esm2_t36_3B_UR50D_idx1186,0,1,0,esm2_t36_3B_UR50D
1187,esm2_t36_3B_UR50D_idx1187,0,1,0,esm2_t36_3B_UR50D
1188,esm2_t36_3B_UR50D_idx1188,0,1,0,esm2_t36_3B_UR50D
1189,esm2_t36_3B_UR50D_idx1189,0,1,0,esm2_t36_3B_UR50D
1190,esm2_t36_3B_UR50D_idx1190,0,1,0,esm2_t36_3B_UR50D
1191,esm2_t36_3B_UR50D_idx1191,0,1,0,esm2_t36_3B_UR50D
1192,esm2_t36_3B_UR50D_idx1192,0,1,0,esm2_t36_3B_UR50D
1193,esm2_t36_3B_UR50D_idx1193,0,1,0,esm2_t36_3B_UR50D
1194,esm2_t36_3B_UR50D_idx1194,0,1,0,esm2_t36_3B_UR50D
1195,esm2_t36_3B_UR50D_idx1195,0,1,0,esm2_t36_3B_UR50D
1196,esm2_t36_3B_UR50D_idx1196,0,1,0,esm2_t36_3B_UR50D
1197,esm2_t36_3B_UR50D_idx1197,0,1,0,esm2_t36_3B_UR50D
1198,esm2_t36_3B_UR50D_idx1198,0,1,0,esm2_t36_3B_UR50D
1199,esm2_t36_3B_UR50D_idx1199,0,1,0,esm2_t36_3B_UR50D
1200,esm2_t36_3B_UR50D_idx1200,0,1,0,esm2_t36_3B_UR50D
1201,esm2_t36_3B_UR50D_idx1201,0,1,0,esm2_t36_3B_UR50D
1202,esm2_t36_3B_UR50D_idx1202,0,1,0,esm2_t36_3B_UR50D
1203,esm2_t36_3B_UR50D_idx1203,0,1,0,esm2_t36_3B_UR50D
1204,esm2_t36_3B_UR50D_idx1204,0,1,0,esm2_t36_3B_UR50D
1205,esm2_t36_3B_UR50D_idx1205,0,1,0,esm2_t36_3B_UR50D
1206,esm2_t36_3B_UR50D_idx1206,0,1,0,esm2_t36_3B_UR50D
1207,esm2_t36_3B_UR50D_idx1207,0,1,0,esm2_t36_3B_UR50D
1208,esm2_t36_3B_UR50D_idx1208,0,1,0,esm2_t36_3B_UR50D
1209,esm2_t36_3B_UR50D_idx1209,0,1,0,esm2_t36_3B_UR50D
1210,esm2_t36_3B_UR50D_idx1210,0,1,0,esm2_t36_3B_UR50D
1211,esm2_t36_3B_UR50D_idx1211,0,1,0,esm2_t36_3B_UR50D
1212,esm2_t36_3B_UR50D_idx1212,0,1,0,esm2_t36_3B_UR50D
1213,esm2_t36_3B_UR50D_idx1213,0,1,0,esm2_t36_3B_UR50D
1214,esm2_t36_3B_UR50D_idx1214,0,1,0,esm2_t36_3B_UR50D
1215,esm2_t36_3B_UR50D_idx1215,0,1,0,esm2_t36_3B_UR50D
1216,esm2_t36_3B_UR50D_idx1216,0,1,0,esm2_t36_3B_UR50D
1217,esm2_t36_3B_UR50D_idx1217,0,1,0,esm2_t36_3B_UR50D
1218,esm2_t36_3B_UR50D_idx1218,0,1,0,esm2_t36_3B_UR50D
1219,esm2_t36_3B_UR50D_idx1219,0,1,0,esm2_t36_3B_UR50D
1220,esm2_t36_3B_UR50D_idx1220,0,1,0,esm2_t36_3B_UR50D
1221,esm2_t36_3B_UR50D_idx1221,0,1,0,esm2_t36_3B_UR50D
1222,esm2_t36_3B_UR50D_idx1222,0,1,0,esm2_t36_3B_UR50D
1223,esm2_t36_3B_UR50D_idx1223,0,1,0,esm2_t36_3B_UR50D
1224,esm2_t36_3B_UR50D_idx1224,0,1,0,esm2_t36_3B_UR50D
1225,esm2_t36_3B_UR50D_idx1225,0,1,0,esm2_t36_3B_UR50D
1226,esm2_t36_3B_UR50D_idx1226,0,1,0,esm2_t36_3B_UR50D
1227,esm2_t36_3B_UR50D_idx1227,0,1,0,esm2_t36_3B_UR50D
1228,esm2_t36_3B_UR50D_idx1228,0,1,0,esm2_t36_3B_UR50D
1229,esm2_t36_3B_UR50D_idx1229,0,1,0,esm2_t36_3B_UR50D
1230,esm2_t36_3B_UR50D_idx1230,0,1,0,esm2_t36_3B_UR50D
1231,esm2_t36_3B_UR50D_idx1231,0,1,0,esm2_t36_3B_UR50D
1232,esm2_t36_3B_UR50D_idx1232,0,1,0,esm2_t36_3B_UR50D
1233,esm2_t36_3B_UR50D_idx1233,0,1,0,esm2_t36_3B_UR50D
1234,esm2_t36_3B_UR50D_idx1234,0,1,0,esm2_t36_3B_UR50D
1235,esm2_t36_3B_UR50D_idx1235,0,1,0,esm2_t36_3B_UR50D
1236,esm2_t36_3B_UR50D_idx1236,0,1,0,esm2_t36_3B_UR50D
1237,esm2_t36_3B_UR50D_idx1237,0,1,0,esm2_t36_3B_UR50D
1238,esm2_t36_3B_UR50D_idx1238,0,1,0,esm2_t36_3B_UR50D
1239,esm2_t36_3B_UR50D_idx1239,0,1,0,esm2_t36_3B_UR50D
1240,esm2_t36_3B_UR50D_idx1240,0,1,0,esm2_t36_3B_UR50D
1241,esm2_t36_3B_UR50D_idx1241,0,1,0,esm2_t36_3B_UR50D
1242,esm2_t36_3B_UR50D_idx1242,0,1,0,esm2_t36_3B_UR50D
1243,esm2_t36_3B_UR50D_idx1243,0,1,0,esm2_t36_3B_UR50D
1244,esm2_t36_3B_UR50D_idx1244,0,1,0,esm2_t36_3B_UR50D
1245,esm2_t36_3B_UR50D_idx1245,0,1,0,esm2_t36_3B_UR50D
1246,esm2_t36_3B_UR50D_idx1246,0,1,0,esm2_t36_3B_UR50D
1247,esm2_t36_3B_UR50D_idx1247,0,1,0,esm2_t36_3B_UR50D
1248,esm2_t36_3B_UR50D_idx1248,0,1,0,esm2_t36_3B_UR50D
1249,esm2_t36_3B_UR50D_idx1249,0,1,0,esm2_t36_3B_UR50D
1250,esm2_t36_3B_UR50D_idx1250,0,1,0,esm2_t36_3B_UR50D
1251,esm2_t36_3B_UR50D_idx1251,0,1,0,esm2_t36_3B_UR50D
1252,esm2_t36_3B_UR50D_idx1252,0,1,0,esm2_t36_3B_UR50D
1253,esm2_t36_3B_UR50D_idx1253,0,1,0,esm2_t36_3B_UR50D
1254,esm2_t36_3B_UR50D_idx1254,0,1,0,esm2_t36_3B_UR50D
1255,esm2_t36_3B_UR50D_idx1255,0,1,0,esm2_t36_3B_UR50D
1256,esm2_t36_3B_UR50D_idx1256,0,1,0,esm2_t36_3B_UR50D
1257,esm2_t36_3B_UR50D_idx1257,0,1,0,esm2_t36_3B_UR50D
1258,esm2_t36_3B_UR50D_idx1258,0,1,0,esm2_t36_3B_UR50D
1259,esm2_t36_3B_UR50D_idx1259,0,1,0,esm2_t36_3B_UR50D
1260,esm2_t36_3B_UR50D_idx1260,0,1,0,esm2_t36_3B_UR50D
1261,esm2_t36_3B_UR50D_idx1261,0,1,0,esm2_t36_3B_UR50D
1262,esm2_t36_3B_UR50D_idx1262,0,1,0,esm2_t36_3B_UR50D
1263,esm2_t36_3B_UR50D_idx1263,0,1,0,esm2_t36_3B_UR50D
1264,esm2_t36_3B_UR50D_idx1264,0,1,0,esm2_t36_3B_UR50D
1265,esm2_t36_3B_UR50D_idx1265,0,1,0,esm2_t36_3B_UR50D
1266,esm2_t36_3B_UR50D_idx1266,0,1,0,esm2_t36_3B_UR50D
1267,esm2_t36_3B_UR50D_idx1267,0,1,0,esm2_t36_3B_UR50D
1268,esm2_t36_3B_UR50D_idx1268,0,1,0,esm2_t36_3B_UR50D
1269,esm2_t36_3B_UR50D_idx1269,0,1,0,esm2_t36_3B_UR50D
1270,esm2_t36_3B_UR50D_idx1270,0,1,0,esm2_t36_3B_UR50D
1271,esm2_t36_3B_UR50D_idx1271,0,1,0,esm2_t36_3B_UR50D
1272,esm2_t36_3B_UR50D_idx1272,0,1,0,esm2_t36_3B_UR50D
1273,esm2_t36_3B_UR50D_idx1273,0,1,0,esm2_t36_3B_UR50D
1274,esm2_t36_3B_UR50D_idx1274,0,1,0,esm2_t36_3B_UR50D
1275,esm2_t36_3B_UR50D_idx1275,0,1,0,esm2_t36_3B_UR50D
1276,esm2_t36_3B_UR50D_idx1276,0,1,0,esm2_t36_3B_UR50D
1277,esm2_t36_3B_UR50D_idx1277,0,1,0,esm2_t36_3B_UR50D
1278,esm2_t36_3B_UR50D_idx1278,0,1,0,esm2_t36_3B_UR50D
1279,esm2_t36_3B_UR50D_idx1279,0,1,0,esm2_t36_3B_UR50D
1280,esm2_t36_3B_UR50D_idx1280,0,1,0,esm2_t36_3B_UR50D
1281,esm2_t36_3B_UR50D_idx1281,0,1,0,esm2_t36_3B_UR50D
1282,esm2_t36_3B_UR50D_idx1282,0,1,0,esm2_t36_3B_UR50D
1283,esm2_t36_3B_UR50D_idx1283,0,1,0,esm2_t36_3B_UR50D
1284,esm2_t36_3B_UR50D_idx1284,0,1,0,esm2_t36_3B_UR50D
1285,esm2_t36_3B_UR50D_idx1285,0,1,0,esm2_t36_3B_UR50D
1286,esm2_t36_3B_UR50D_idx1286,0,1,0,esm2_t36_3B_UR50D
1287,esm2_t36_3B_UR50D_idx1287,0,1,0,esm2_t36_3B_UR50D
1288,esm2_t36_3B_UR50D_idx1288,0,1,0,esm2_t36_3B_UR50D
1289,esm2_t36_3B_UR50D_idx1289,0,1,0,esm2_t36_3B_UR50D
1290,esm2_t36_3B_UR50D_idx1290,0,1,0,esm2_t36_3B_UR50D
1291,esm2_t36_3B_UR50D_idx1291,0,1,0,esm2_t36_3B_UR50D
1292,esm2_t36_3B_UR50D_idx1292,0,1,0,esm2_t36_3B_UR50D
1293,esm2_t36_3B_UR50D_idx1293,0,1,0,esm2_t36_3B_UR50D
1294,esm2_t36_3B_UR50D_idx1294,0,1,0,esm2_t36_3B_UR50D
1295,esm2_t36_3B_UR50D_idx1295,0,1,0,esm2_t36_3B_UR50D
1296,esm2_t36_3B_UR50D_idx1296,0,1,0,esm2_t36_3B_UR50D
1297,esm2_t36_3B_UR50D_idx1297,0,1,0,esm2_t36_3B_UR50D
1298,esm2_t36_3B_UR50D_idx1298,0,1,0,esm2_t36_3B_UR50D
1299,esm2_t36_3B_UR50D_idx1299,0,1,0,esm2_t36_3B_UR50D
1300,esm2_t36_3B_UR50D_idx1300,0,1,0,esm2_t36_3B_UR50D
1301,esm2_t36_3B_UR50D_idx1301,0,1,0,esm2_t36_3B_UR50D
1302,esm2_t36_3B_UR50D_idx1302,0,1,0,esm2_t36_3B_UR50D
1303,esm2_t36_3B_UR50D_idx1303,0,1,0,esm2_t36_3B_UR50D
1304,esm2_t36_3B_UR50D_idx1304,0,1,0,esm2_t36_3B_UR50D
1305,esm2_t36_3B_UR50D_idx1305,0,1,0,esm2_t36_3B_UR50D
